name:Red squad,win_rate:0.0,avg_rating:1.03,avg_kills:12.7,avg_deaths:11.7,avg_kast:0.68,avg_adr:74.25,avg_kddiff:1.0,avg_fkdiff:0.0,rounds_won:2.5,maps_winrate:{mrg:0.0}
name:Farmers,win_rate:0.14,avg_rating:1.04,avg_kills:17.85,avg_deaths:18.27,avg_kast:0.69,avg_adr:73.95,avg_kddiff:-0.42,avg_fkdiff:0.05,rounds_won:11.01,maps_winrate:{cch:0.0,ovp:0.0}
name:Poutine Warriors,win_rate:0.42,avg_rating:0.98,avg_kills:16.1,avg_deaths:18.2,avg_kast:0.65,avg_adr:71.46,avg_kddiff:-2.1,avg_fkdiff:-0.6,rounds_won:11.42,maps_winrate:{mrg:0.0,inf:0.6666666666666666}
name:up north,win_rate:0.17,avg_rating:1.22,avg_kills:19.1,avg_deaths:16.52,avg_kast:0.75,avg_adr:81.58,avg_kddiff:2.58,avg_fkdiff:0.1,rounds_won:9.83,maps_winrate:{cch:0.0,d2:0.0}
name:LITVA,win_rate:0.2,avg_rating:0.95,avg_kills:18.78,avg_deaths:20.18,avg_kast:0.65,avg_adr:71.91,avg_kddiff:-1.4,avg_fkdiff:-0.26,rounds_won:12.0,maps_winrate:{nuke:0.0,inf:0.0}
name:No2B,win_rate:0.27,avg_rating:0.96,avg_kills:16.38,avg_deaths:18.32,avg_kast:0.65,avg_adr:69.68,avg_kddiff:-1.95,avg_fkdiff:-0.61,rounds_won:10.47,maps_winrate:{trn:0.0,inf:0.3333333333333333}
name:ex-Vizard,win_rate:0.0,avg_rating:0.88,avg_kills:13.27,avg_deaths:15.87,avg_kast:0.61,avg_adr:69.01,avg_kddiff:-2.6,avg_fkdiff:0.13,rounds_won:5.33,maps_winrate:{inf:0.0}
name:Spacestation,win_rate:0.13,avg_rating:1.07,avg_kills:17.23,avg_deaths:17.55,avg_kast:0.7,avg_adr:74.77,avg_kddiff:-0.32,avg_fkdiff:0.02,rounds_won:9.6,maps_winrate:{vtg:0.0,ovp:0.5}
name:ex-QBF,win_rate:0.25,avg_rating:0.93,avg_kills:16.68,avg_deaths:18.98,avg_kast:0.65,avg_adr:71.3,avg_kddiff:-2.3,avg_fkdiff:-0.98,rounds_won:11.0,maps_winrate:{trn:0.0,d2:1.0}
name:tomorrow will be better,win_rate:0.4,avg_rating:1.08,avg_kills:16.08,avg_deaths:15.86,avg_kast:0.7,avg_adr:74.31,avg_kddiff:0.22,avg_fkdiff:0.12,rounds_won:10.36,maps_winrate:{mrg:0.0,trn:0.8888888888888888}
name:NTC fe,win_rate:0.0,avg_rating:1.44,avg_kills:18.6,avg_deaths:11.6,avg_kast:0.8,avg_adr:86.83,avg_kddiff:7.0,avg_fkdiff:1.27,rounds_won:6.33,maps_winrate:{inf:0.0}
name:OpTic Brasil,win_rate:1.0,avg_rating:0.68,avg_kills:11.6,avg_deaths:18.73,avg_kast:0.55,avg_adr:62.65,avg_kddiff:-7.13,avg_fkdiff:-1.27,rounds_won:16.0,maps_winrate:{inf:1.0}
name:Salty Skins,win_rate:0.67,avg_rating:0.97,avg_kills:17.47,avg_deaths:20.0,avg_kast:0.66,avg_adr:71.75,avg_kddiff:-2.53,avg_fkdiff:0.6,rounds_won:14.0,maps_winrate:{trn:0.0}
name:MongrelMob,win_rate:0.0,avg_rating:1.12,avg_kills:17.17,avg_deaths:15.27,avg_kast:0.69,avg_adr:78.28,avg_kddiff:1.9,avg_fkdiff:0.23,rounds_won:7.5,maps_winrate:{cch:0.0,mrg:0.0}
name:Vitality,win_rate:0.43,avg_rating:1.07,avg_kills:16.42,avg_deaths:16.13,avg_kast:0.71,avg_adr:73.09,avg_kddiff:0.29,avg_fkdiff:-0.13,rounds_won:11.27,maps_winrate:{inf:0.0,vtg:0.7564102564102564}
name:ex-Space Soldiers,win_rate:0.2,avg_rating:1.08,avg_kills:16.42,avg_deaths:16.01,avg_kast:0.69,avg_adr:73.67,avg_kddiff:0.41,avg_fkdiff:0.04,rounds_won:9.75,maps_winrate:{mrg:0.0,ovp:0.0}
name:Duck Nutz,win_rate:0.3,avg_rating:1.12,avg_kills:17.81,avg_deaths:17.2,avg_kast:0.72,avg_adr:77.68,avg_kddiff:0.61,avg_fkdiff:-0.13,rounds_won:10.89,maps_winrate:{cch:0.0,nuke:0.0}
name:ClickHost,win_rate:0.0,avg_rating:0.69,avg_kills:11.3,avg_deaths:19.4,avg_kast:0.52,avg_adr:59.19,avg_kddiff:-8.1,avg_fkdiff:-0.9,rounds_won:6.5,maps_winrate:{cch:0.0}
name:Storm Rider,win_rate:0.4,avg_rating:0.93,avg_kills:15.11,avg_deaths:17.52,avg_kast:0.63,avg_adr:68.85,avg_kddiff:-2.41,avg_fkdiff:-0.34,rounds_won:10.98,maps_winrate:{trn:0.0,mrg:0.7142857142857143}
name:Cosa Nostra,win_rate:0.12,avg_rating:0.82,avg_kills:14.06,avg_deaths:18.61,avg_kast:0.61,avg_adr:66.86,avg_kddiff:-4.55,avg_fkdiff:-1.09,rounds_won:8.69,maps_winrate:{mrg:0.0,inf:0.0}
name:Voitelijat,win_rate:0.25,avg_rating:1.17,avg_kills:17.47,avg_deaths:15.59,avg_kast:0.73,avg_adr:77.29,avg_kddiff:1.88,avg_fkdiff:0.12,rounds_won:9.88,maps_winrate:{mrg:0.0,inf:0.0}
name:skeet,win_rate:0.0,avg_rating:0.89,avg_kills:14.4,avg_deaths:17.5,avg_kast:0.56,avg_adr:66.54,avg_kddiff:-3.1,avg_fkdiff:0.1,rounds_won:7.5,maps_winrate:{mrg:0.0,inf:0.0}
name:INTZ.Home,win_rate:0.25,avg_rating:1.23,avg_kills:19.75,avg_deaths:15.55,avg_kast:0.75,avg_adr:81.8,avg_kddiff:4.2,avg_fkdiff:0.35,rounds_won:11.25,maps_winrate:{trn:0.0,mrg:0.0}
name:Rude,win_rate:0.0,avg_rating:1.18,avg_kills:14.2,avg_deaths:11.73,avg_kast:0.74,avg_adr:76.85,avg_kddiff:2.47,avg_fkdiff:0.6,rounds_won:3.0,maps_winrate:{trn:0.0}
name:IGNITE,win_rate:0.5,avg_rating:1.16,avg_kills:18.28,avg_deaths:16.72,avg_kast:0.74,avg_adr:80.63,avg_kddiff:1.57,avg_fkdiff:0.78,rounds_won:11.33,maps_winrate:{mrg:0.5}
name:Bl1nK8,win_rate:0.2,avg_rating:1.12,avg_kills:19.68,avg_deaths:17.96,avg_kast:0.72,avg_adr:79.53,avg_kddiff:1.72,avg_fkdiff:-0.36,rounds_won:12.2,maps_winrate:{trn:0.0}
name:XGR,win_rate:0.4,avg_rating:0.9,avg_kills:17.88,avg_deaths:21.0,avg_kast:0.64,avg_adr:71.22,avg_kddiff:-3.12,avg_fkdiff:-0.48,rounds_won:14.0,maps_winrate:{mrg:0.0}
name:GRIFFINS,win_rate:0.0,avg_rating:0.8,avg_kills:14.0,avg_deaths:18.55,avg_kast:0.59,avg_adr:64.36,avg_kddiff:-4.55,avg_fkdiff:-0.7,rounds_won:7.5,maps_winrate:{ovp:0.0,cch:0.0}
name:The Foxes,win_rate:0.32,avg_rating:0.98,avg_kills:15.39,avg_deaths:16.73,avg_kast:0.65,avg_adr:71.64,avg_kddiff:-1.34,avg_fkdiff:-0.06,rounds_won:10.34,maps_winrate:{inf:0.0,d2:1.0}
name:Apocalypse,win_rate:0.11,avg_rating:1.07,avg_kills:16.94,avg_deaths:16.9,avg_kast:0.7,avg_adr:74.46,avg_kddiff:0.04,avg_fkdiff:-0.1,rounds_won:9.31,maps_winrate:{mrg:0.0,ovp:0.0}
name:90s druglords,win_rate:0.0,avg_rating:0.48,avg_kills:8.2,avg_deaths:18.8,avg_kast:0.36,avg_adr:51.34,avg_kddiff:-10.6,avg_fkdiff:-2.4,rounds_won:4.0,maps_winrate:{nuke:0.0}
name:HyperioN,win_rate:0.25,avg_rating:1.16,avg_kills:18.5,avg_deaths:16.15,avg_kast:0.73,avg_adr:79.44,avg_kddiff:2.35,avg_fkdiff:0.7,rounds_won:11.0,maps_winrate:{mrg:0.0,cch:0.0}
name:Paprykarze,win_rate:0.0,avg_rating:0.93,avg_kills:13.0,avg_deaths:15.1,avg_kast:0.64,avg_adr:67.05,avg_kddiff:-2.1,avg_fkdiff:-0.9,rounds_won:5.5,maps_winrate:{mrg:0.0}
name:RED STAR,win_rate:0.0,avg_rating:0.84,avg_kills:17.0,avg_deaths:22.0,avg_kast:0.53,avg_adr:71.84,avg_kddiff:-5.0,avg_fkdiff:-2.0,rounds_won:12.0,maps_winrate:{inf:0.0}
name:Duffle Bag Men,win_rate:0.33,avg_rating:1.3,avg_kills:17.83,avg_deaths:14.8,avg_kast:0.76,avg_adr:83.33,avg_kddiff:3.03,avg_fkdiff:1.13,rounds_won:9.0,maps_winrate:{ovp:0.0,mrg:0.0}
name:4US,win_rate:0.25,avg_rating:1.11,avg_kills:17.38,avg_deaths:16.8,avg_kast:0.72,avg_adr:76.18,avg_kddiff:0.58,avg_fkdiff:-0.15,rounds_won:10.5,maps_winrate:{nuke:0.0,d2:0.0}
name:Run This Town,win_rate:0.0,avg_rating:1.23,avg_kills:21.4,avg_deaths:18.6,avg_kast:0.78,avg_adr:83.92,avg_kddiff:2.8,avg_fkdiff:0.4,rounds_won:12.0,maps_winrate:{cch:0.0}
name:Prex's Goon Squad,win_rate:0.0,avg_rating:0.9,avg_kills:14.6,avg_deaths:17.8,avg_kast:0.63,avg_adr:67.7,avg_kddiff:-3.2,avg_fkdiff:-0.4,rounds_won:8.0,maps_winrate:{inf:0.0}
name:CHI DA?,win_rate:0.0,avg_rating:1.06,avg_kills:19.1,avg_deaths:19.1,avg_kast:0.72,avg_adr:75.87,avg_kddiff:0.0,avg_fkdiff:0.0,rounds_won:11.0,maps_winrate:{inf:0.0}
name:Honor & Glory,win_rate:0.25,avg_rating:1.09,avg_kills:17.48,avg_deaths:16.65,avg_kast:0.68,avg_adr:78.55,avg_kddiff:0.83,avg_fkdiff:0.02,rounds_won:10.38,maps_winrate:{mrg:0.0,inf:0.0}
name:Orda,win_rate:0.0,avg_rating:1.38,avg_kills:19.6,avg_deaths:12.6,avg_kast:0.81,avg_adr:88.17,avg_kddiff:7.0,avg_fkdiff:1.1,rounds_won:7.5,maps_winrate:{d2:0.0}
name:Reseaux,win_rate:0.0,avg_rating:1.28,avg_kills:15.45,avg_deaths:12.3,avg_kast:0.76,avg_adr:83.64,avg_kddiff:3.15,avg_fkdiff:0.2,rounds_won:3.5,maps_winrate:{trn:0.0}
name:Think Outside the Box,win_rate:0.06,avg_rating:1.17,avg_kills:19.34,avg_deaths:17.81,avg_kast:0.73,avg_adr:79.57,avg_kddiff:1.52,avg_fkdiff:0.04,rounds_won:10.44,maps_winrate:{ovp:0.0,inf:0.0}
name:ZERO,win_rate:0.5,avg_rating:0.95,avg_kills:16.5,avg_deaths:18.5,avg_kast:0.65,avg_adr:71.84,avg_kddiff:-2.0,avg_fkdiff:-1.6,rounds_won:13.0,maps_winrate:{ovp:0.0}
name:blitz,win_rate:0.28,avg_rating:1.13,avg_kills:17.23,avg_deaths:16.17,avg_kast:0.72,avg_adr:78.36,avg_kddiff:1.07,avg_fkdiff:0.19,rounds_won:9.28,maps_winrate:{cch:0.0,inf:0.5}
name:The Ruskiz,win_rate:0.0,avg_rating:0.84,avg_kills:13.6,avg_deaths:18.0,avg_kast:0.62,avg_adr:65.44,avg_kddiff:-4.4,avg_fkdiff:-1.4,rounds_won:7.0,maps_winrate:{trn:0.0}
name:TV stars,win_rate:0.25,avg_rating:0.96,avg_kills:16.85,avg_deaths:18.9,avg_kast:0.67,avg_adr:73.07,avg_kddiff:-2.05,avg_fkdiff:-0.6,rounds_won:12.75,maps_winrate:{trn:0.0}
name:UnderPressure,win_rate:0.73,avg_rating:1.01,avg_kills:20.91,avg_deaths:21.24,avg_kast:0.67,avg_adr:74.01,avg_kddiff:-0.33,avg_fkdiff:-0.13,rounds_won:16.87,maps_winrate:{mrg:0.67}
name:Turku Evolution,win_rate:0.8,avg_rating:1.18,avg_kills:19.64,avg_deaths:17.56,avg_kast:0.75,avg_adr:79.08,avg_kddiff:2.08,avg_fkdiff:0.92,rounds_won:15.6,maps_winrate:{inf:1.0}
name:pSlayers,win_rate:0.0,avg_rating:0.59,avg_kills:8.4,avg_deaths:16.0,avg_kast:0.52,avg_adr:53.3,avg_kddiff:-7.6,avg_fkdiff:0.0,rounds_won:4.0,maps_winrate:{mrg:0.0}
name:pieuwpieuw,win_rate:0.0,avg_rating:1.34,avg_kills:19.2,avg_deaths:14.2,avg_kast:0.8,avg_adr:83.86,avg_kddiff:5.0,avg_fkdiff:-0.4,rounds_won:8.0,maps_winrate:{ovp:0.0}
name:Arctic,win_rate:0.27,avg_rating:1.02,avg_kills:15.9,avg_deaths:16.85,avg_kast:0.68,avg_adr:73.09,avg_kddiff:-0.95,avg_fkdiff:-0.31,rounds_won:9.5,maps_winrate:{nuke:0.0,inf:0.75}
name:Mirage fe,win_rate:0.0,avg_rating:1.06,avg_kills:11.0,avg_deaths:11.7,avg_kast:0.66,avg_adr:68.38,avg_kddiff:-0.7,avg_fkdiff:0.4,rounds_won:1.0,maps_winrate:{cch:0.0}
name:MYF,win_rate:0.5,avg_rating:1.15,avg_kills:18.05,avg_deaths:17.2,avg_kast:0.75,avg_adr:77.3,avg_kddiff:0.85,avg_fkdiff:-0.65,rounds_won:11.75,maps_winrate:{ovp:0.0,nuke:1.0}
name:MIKSTURA,win_rate:0.22,avg_rating:0.83,avg_kills:15.42,avg_deaths:19.38,avg_kast:0.61,avg_adr:66.73,avg_kddiff:-3.96,avg_fkdiff:-0.9,rounds_won:9.72,maps_winrate:{mrg:0.0,d2:0.0}
name:cats,win_rate:0.33,avg_rating:1.14,avg_kills:18.42,avg_deaths:17.12,avg_kast:0.71,avg_adr:77.12,avg_kddiff:1.31,avg_fkdiff:0.2,rounds_won:11.39,maps_winrate:{inf:0.0,mrg:0.625}
name:APE GANG,win_rate:0.25,avg_rating:1.2,avg_kills:17.2,avg_deaths:15.1,avg_kast:0.73,avg_adr:76.84,avg_kddiff:2.1,avg_fkdiff:0.75,rounds_won:10.0,maps_winrate:{inf:0.0,cch:0.5}
name:Thunder Logic,win_rate:0.3,avg_rating:1.01,avg_kills:17.28,avg_deaths:18.55,avg_kast:0.68,avg_adr:74.38,avg_kddiff:-1.27,avg_fkdiff:-0.39,rounds_won:10.53,maps_winrate:{nuke:0.0,ovp:0.7142857142857143}
name:Gamezone,win_rate:0.25,avg_rating:0.98,avg_kills:15.73,avg_deaths:17.55,avg_kast:0.66,avg_adr:69.81,avg_kddiff:-1.83,avg_fkdiff:-0.15,rounds_won:9.88,maps_winrate:{trn:0.0,mrg:1.0}
name:Zagreb360,win_rate:0.25,avg_rating:1.16,avg_kills:17.33,avg_deaths:16.6,avg_kast:0.72,avg_adr:78.26,avg_kddiff:0.73,avg_fkdiff:0.03,rounds_won:9.0,maps_winrate:{mrg:0.0,ovp:0.0}
name:810 SENPAI,win_rate:0.0,avg_rating:1.54,avg_kills:16.3,avg_deaths:8.6,avg_kast:0.83,avg_adr:85.37,avg_kddiff:7.7,avg_fkdiff:1.9,rounds_won:3.5,maps_winrate:{cch:0.0}
name:Thirteen,win_rate:0.23,avg_rating:1.13,avg_kills:17.98,avg_deaths:17.0,avg_kast:0.7,avg_adr:77.46,avg_kddiff:0.98,avg_fkdiff:0.1,rounds_won:10.15,maps_winrate:{trn:0.0,vtg:1.0}
name:Supah,win_rate:0.0,avg_rating:1.19,avg_kills:17.15,avg_deaths:14.8,avg_kast:0.74,avg_adr:77.15,avg_kddiff:2.35,avg_fkdiff:0.9,rounds_won:7.5,maps_winrate:{inf:0.0,d2:0.0}
name:Horus,win_rate:0.0,avg_rating:0.99,avg_kills:16.5,avg_deaths:18.05,avg_kast:0.72,avg_adr:70.86,avg_kddiff:-1.55,avg_fkdiff:-0.3,rounds_won:9.5,maps_winrate:{inf:0.0,ovp:0.0}
name:FIREMIX,win_rate:0.3,avg_rating:1.07,avg_kills:16.32,avg_deaths:16.47,avg_kast:0.71,avg_adr:75.03,avg_kddiff:-0.15,avg_fkdiff:-0.2,rounds_won:10.28,maps_winrate:{d2:0.0,mrg:0.6}
name:Ferrari Peek,win_rate:0.0,avg_rating:0.89,avg_kills:14.4,avg_deaths:18.7,avg_kast:0.6,avg_adr:68.12,avg_kddiff:-4.3,avg_fkdiff:-0.4,rounds_won:8.0,maps_winrate:{inf:0.0}
name:AdskiyRazgon,win_rate:0.33,avg_rating:1.07,avg_kills:18.78,avg_deaths:18.62,avg_kast:0.72,avg_adr:74.38,avg_kddiff:0.17,avg_fkdiff:0.55,rounds_won:11.67,maps_winrate:{mrg:0.0,inf:0.0}
name:OPENFRAGS,win_rate:0.0,avg_rating:1.15,avg_kills:24.6,avg_deaths:22.6,avg_kast:0.73,avg_adr:77.5,avg_kddiff:2.0,avg_fkdiff:1.2,rounds_won:15.0,maps_winrate:{mrg:0.0}
name:AccepT,win_rate:0.0,avg_rating:1.13,avg_kills:20.2,avg_deaths:19.2,avg_kast:0.7,avg_adr:77.86,avg_kddiff:1.0,avg_fkdiff:0.4,rounds_won:12.0,maps_winrate:{ovp:0.0}
name:NOORG,win_rate:0.33,avg_rating:1.04,avg_kills:16.22,avg_deaths:16.98,avg_kast:0.68,avg_adr:73.94,avg_kddiff:-0.76,avg_fkdiff:-0.08,rounds_won:10.73,maps_winrate:{anc:0.0,nuke:0.3333333333333333}
name:Absolute5,win_rate:0.0,avg_rating:1.17,avg_kills:19.2,avg_deaths:16.6,avg_kast:0.7,avg_adr:79.82,avg_kddiff:2.6,avg_fkdiff:-0.8,rounds_won:10.0,maps_winrate:{d2:0.0}
name:T-Arena,win_rate:0.0,avg_rating:0.91,avg_kills:10.7,avg_deaths:12.5,avg_kast:0.59,avg_adr:68.18,avg_kddiff:-1.8,avg_fkdiff:-1.5,rounds_won:1.5,maps_winrate:{mrg:0.0}
name:Antithese,win_rate:1.0,avg_rating:1.17,avg_kills:12.4,avg_deaths:10.7,avg_kast:0.71,avg_adr:78.55,avg_kddiff:1.7,avg_fkdiff:1.5,rounds_won:16.0,maps_winrate:{mrg:1.0}
name:NIRVANA.Phoenix,win_rate:0.0,avg_rating:1.27,avg_kills:18.8,avg_deaths:16.0,avg_kast:0.76,avg_adr:83.82,avg_kddiff:2.8,avg_fkdiff:0.8,rounds_won:8.0,maps_winrate:{mrg:0.0}
name:DRAGON LORE,win_rate:0.0,avg_rating:0.84,avg_kills:14.1,avg_deaths:18.3,avg_kast:0.6,avg_adr:64.93,avg_kddiff:-4.2,avg_fkdiff:-0.2,rounds_won:8.0,maps_winrate:{inf:0.0,ovp:0.0}
name:ex-RSG,win_rate:0.0,avg_rating:1.04,avg_kills:15.7,avg_deaths:16.4,avg_kast:0.7,avg_adr:75.44,avg_kddiff:-0.7,avg_fkdiff:-0.3,rounds_won:6.5,maps_winrate:{mrg:0.0}
name:SUB.STANCE,win_rate:0.25,avg_rating:1.13,avg_kills:18.85,avg_deaths:16.6,avg_kast:0.69,avg_adr:79.2,avg_kddiff:2.25,avg_fkdiff:-0.15,rounds_won:10.75,maps_winrate:{trn:0.0,cch:1.0}
name:MOLLIHblE,win_rate:0.38,avg_rating:1.0,avg_kills:16.38,avg_deaths:17.24,avg_kast:0.67,avg_adr:73.09,avg_kddiff:-0.87,avg_fkdiff:-0.36,rounds_won:11.46,maps_winrate:{cch:0.0,mrg:0.5}
name:DUMSPIROSPERO,win_rate:0.0,avg_rating:0.76,avg_kills:13.6,avg_deaths:20.0,avg_kast:0.51,avg_adr:66.0,avg_kddiff:-6.4,avg_fkdiff:-1.4,rounds_won:9.0,maps_winrate:{ovp:0.0}
name:UA$AP,win_rate:0.25,avg_rating:1.13,avg_kills:17.1,avg_deaths:15.9,avg_kast:0.73,avg_adr:73.35,avg_kddiff:1.2,avg_fkdiff:0.85,rounds_won:9.25,maps_winrate:{mrg:0.0,d2:0.0}
name:COMIX,win_rate:0.25,avg_rating:0.99,avg_kills:18.1,avg_deaths:19.88,avg_kast:0.67,avg_adr:75.86,avg_kddiff:-1.78,avg_fkdiff:-0.82,rounds_won:11.5,maps_winrate:{ovp:0.0,mrg:0.5}
name:Level1,win_rate:0.33,avg_rating:1.02,avg_kills:19.47,avg_deaths:21.27,avg_kast:0.66,avg_adr:76.28,avg_kddiff:-1.8,avg_fkdiff:1.4,rounds_won:13.33,maps_winrate:{cch:1.0}
name:guccixD,win_rate:1.0,avg_rating:1.14,avg_kills:19.2,avg_deaths:18.1,avg_kast:0.7,avg_adr:77.78,avg_kddiff:1.1,avg_fkdiff:0.45,rounds_won:16.0,maps_winrate:{ovp:1.0}
name:juicey,win_rate:0.29,avg_rating:1.31,avg_kills:18.87,avg_deaths:14.4,avg_kast:0.77,avg_adr:84.39,avg_kddiff:4.47,avg_fkdiff:0.31,rounds_won:10.0,maps_winrate:{d2:0.0,nuke:0.0}
name:LANGUDAR,win_rate:0.5,avg_rating:1.51,avg_kills:17.45,avg_deaths:10.8,avg_kast:0.84,avg_adr:90.0,avg_kddiff:6.65,avg_fkdiff:0.95,rounds_won:9.0,maps_winrate:{mrg:0.0,cch:1.0}
name:AaB,win_rate:0.23,avg_rating:1.06,avg_kills:16.35,avg_deaths:16.75,avg_kast:0.71,avg_adr:74.36,avg_kddiff:-0.4,avg_fkdiff:-0.13,rounds_won:9.56,maps_winrate:{anc:0.0,ovp:0.4444444444444444}
name:Vilay,win_rate:0.32,avg_rating:1.13,avg_kills:16.81,avg_deaths:16.12,avg_kast:0.71,avg_adr:77.52,avg_kddiff:0.7,avg_fkdiff:-0.13,rounds_won:10.15,maps_winrate:{vtg:0.0,trn:1.0}
name:Namibia,win_rate:0.0,avg_rating:0.87,avg_kills:11.13,avg_deaths:14.97,avg_kast:0.56,avg_adr:64.52,avg_kddiff:-3.83,avg_fkdiff:-0.63,rounds_won:3.17,maps_winrate:{ovp:0.0}
name:Xiphos,win_rate:0.25,avg_rating:0.91,avg_kills:14.75,avg_deaths:17.35,avg_kast:0.61,avg_adr:71.15,avg_kddiff:-2.6,avg_fkdiff:-1.45,rounds_won:8.25,maps_winrate:{mrg:0.0,cch:0.5}
name:Macau Legend,win_rate:0.0,avg_rating:0.83,avg_kills:13.8,avg_deaths:18.97,avg_kast:0.59,avg_adr:65.1,avg_kddiff:-5.17,avg_fkdiff:-0.48,rounds_won:7.92,maps_winrate:{mrg:0.0,d2:0.0}
name:Ninjas in Boedo,win_rate:0.0,avg_rating:1.33,avg_kills:19.1,avg_deaths:14.0,avg_kast:0.78,avg_adr:82.81,avg_kddiff:5.1,avg_fkdiff:1.1,rounds_won:8.5,maps_winrate:{ovp:0.0,d2:0.0}
name:BTRG.HK,win_rate:0.5,avg_rating:1.04,avg_kills:14.48,avg_deaths:14.98,avg_kast:0.69,avg_adr:71.45,avg_kddiff:-0.5,avg_fkdiff:-0.75,rounds_won:11.5,maps_winrate:{inf:0.0,trn:1.0}
name:Legend,win_rate:0.0,avg_rating:1.07,avg_kills:15.88,avg_deaths:15.2,avg_kast:0.66,avg_adr:74.91,avg_kddiff:0.68,avg_fkdiff:0.0,rounds_won:6.4,maps_winrate:{trn:0.0,mrg:0.0}
name:BRZINA,win_rate:0.5,avg_rating:1.1,avg_kills:20.0,avg_deaths:19.0,avg_kast:0.7,avg_adr:77.86,avg_kddiff:1.0,avg_fkdiff:-0.4,rounds_won:13.0,maps_winrate:{inf:0.0}
name:Star Spangled Fraggers,win_rate:0.0,avg_rating:1.05,avg_kills:19.7,avg_deaths:19.1,avg_kast:0.68,avg_adr:73.76,avg_kddiff:0.6,avg_fkdiff:-0.7,rounds_won:12.5,maps_winrate:{trn:0.0}
name:eufnbu,win_rate:0.0,avg_rating:0.88,avg_kills:18.0,avg_deaths:22.2,avg_kast:0.63,avg_adr:70.28,avg_kddiff:-4.2,avg_fkdiff:0.0,rounds_won:12.0,maps_winrate:{nuke:0.0}
name:Northeast Mayhem,win_rate:0.38,avg_rating:1.01,avg_kills:16.6,avg_deaths:18.15,avg_kast:0.66,avg_adr:72.16,avg_kddiff:-1.55,avg_fkdiff:0.15,rounds_won:11.12,maps_winrate:{d2:0.0,nuke:0.0}
name:Steam Rollers,win_rate:0.33,avg_rating:0.97,avg_kills:16.33,avg_deaths:18.93,avg_kast:0.66,avg_adr:71.59,avg_kddiff:-2.6,avg_fkdiff:-0.67,rounds_won:12.0,maps_winrate:{inf:0.0}
name:lightwork,win_rate:0.0,avg_rating:1.53,avg_kills:16.8,avg_deaths:9.6,avg_kast:0.86,avg_adr:88.86,avg_kddiff:7.2,avg_fkdiff:1.2,rounds_won:4.0,maps_winrate:{inf:0.0}
name:Hot Ass,win_rate:0.0,avg_rating:0.9,avg_kills:16.02,avg_deaths:19.23,avg_kast:0.63,avg_adr:68.17,avg_kddiff:-3.2,avg_fkdiff:-0.42,rounds_won:8.88,maps_winrate:{nuke:0.0,ovp:0.0}
name:de_aztec,win_rate:0.0,avg_rating:1.04,avg_kills:24.8,avg_deaths:25.0,avg_kast:0.7,avg_adr:74.18,avg_kddiff:-0.2,avg_fkdiff:-1.4,rounds_won:16.0,maps_winrate:{mrg:0.0}
name:ZzzZzzz,win_rate:0.0,avg_rating:1.02,avg_kills:13.7,avg_deaths:14.8,avg_kast:0.7,avg_adr:72.63,avg_kddiff:-1.1,avg_fkdiff:-0.2,rounds_won:4.5,maps_winrate:{mrg:0.0}
name:Made in Canil,win_rate:0.0,avg_rating:1.06,avg_kills:18.4,avg_deaths:18.2,avg_kast:0.7,avg_adr:74.6,avg_kddiff:0.2,avg_fkdiff:0.4,rounds_won:11.0,maps_winrate:{d2:0.0}
name:Make Your Destiny,win_rate:0.23,avg_rating:0.99,avg_kills:16.1,avg_deaths:17.67,avg_kast:0.67,avg_adr:71.12,avg_kddiff:-1.57,avg_fkdiff:-0.3,rounds_won:10.53,maps_winrate:{vtg:0.0,ovp:0.0}
name:gamingxd,win_rate:0.0,avg_rating:1.15,avg_kills:24.2,avg_deaths:21.8,avg_kast:0.74,avg_adr:80.19,avg_kddiff:2.4,avg_fkdiff:-0.1,rounds_won:15.0,maps_winrate:{nuke:0.0}
name:YoungPower,win_rate:0.0,avg_rating:1.2,avg_kills:15.7,avg_deaths:12.85,avg_kast:0.73,avg_adr:77.04,avg_kddiff:2.85,avg_fkdiff:0.95,rounds_won:5.25,maps_winrate:{trn:0.0}
name:MAJESTY,win_rate:0.2,avg_rating:0.96,avg_kills:15.27,avg_deaths:17.25,avg_kast:0.66,avg_adr:68.68,avg_kddiff:-1.99,avg_fkdiff:-0.28,rounds_won:9.53,maps_winrate:{mrg:0.0,d2:0.3333333333333333}
name:Akopalipsa,win_rate:0.33,avg_rating:1.02,avg_kills:16.44,avg_deaths:17.53,avg_kast:0.67,avg_adr:72.47,avg_kddiff:-1.09,avg_fkdiff:-0.33,rounds_won:11.07,maps_winrate:{d2:0.0,trn:0.6}
name:London,win_rate:0.37,avg_rating:1.07,avg_kills:17.58,avg_deaths:17.27,avg_kast:0.71,avg_adr:74.2,avg_kddiff:0.3,avg_fkdiff:0.14,rounds_won:10.72,maps_winrate:{ovp:0.0,trn:0.3333333333333333}
name:word_exe,win_rate:0.0,avg_rating:1.17,avg_kills:16.7,avg_deaths:15.4,avg_kast:0.68,avg_adr:80.48,avg_kddiff:1.3,avg_fkdiff:-0.3,rounds_won:7.5,maps_winrate:{nuke:0.0,inf:0.0}
name:R5,win_rate:0.0,avg_rating:0.86,avg_kills:15.3,avg_deaths:19.6,avg_kast:0.64,avg_adr:69.35,avg_kddiff:-4.3,avg_fkdiff:-0.3,rounds_won:8.5,maps_winrate:{cch:0.0,trn:0.0}
